공원명,도로명주소,주소,면적,제공기관명
꿈나무공원,경기도 이천시 설봉로 30번길 22,경기도 이천시 중리동 15,2526.0,경기도 이천시
남천공원,경기도 이천시 어재연로 10번길 25,경기도 이천시 중리동 210,3830.0,경기도 이천시
향교공원,경기도 이천시 설봉로 81번길 34,경기도 이천시 창전동 408,1757.0,경기도 이천시
개나리공원,,경기도 이천시 창전동 414-13,1650.0,경기도 이천시
달맞이공원,경기도 이천시 향교로 53번길 23,경기도 이천시 창전동 423,1650.0,경기도 이천시
체육공원,경기도 이천시 설봉로 174(창전동),경기도 이천시 창전동 432-10,1300.0,경기도 이천시
태극공원,경기도 이천시 서희로96번길 23(창전동),경기도 이천시 창전동 435-8,1200.0,경기도 이천시
북새말공원,,경기도 이천시 창전동 446,1650.0,경기도 이천시
동새말공원,경기도 이천시 애련정로 135번길 23-13,경기도 이천시 창전동 455,1300.0,경기도 이천시
샛별공원,경기도 이천시 애련정로 103번길 19,경기도 이천시 창전동 466,1650.0,경기도 이천시
청솔공원,,경기도 이천시 중리동 465-6,1650.0,경기도 이천시
장미공원,경기도 이천시 이섭대천로 1177번길 36,경기도 이천시 중리동 458-6,1650.0,경기도 이천시
한마음공원,경기도 이천시 경충대로 2652번길 13,경기도 이천시 중리동 445-6,1650.0,경기도 이천시
마전터공원,경기도 이천시 영창로 99,경기도 이천시 관고동 501-9,1000.0,경기도 이천시
갈산제1공원,,경기도 이천시 갈산동 639-1,1580.0,경기도 이천시
증포제1공원,,경기도 이천시 증포동 475-3,3865.0,경기도 이천시
송정공원,,경기도 이천시 송정동 293-4,1537.0,경기도 이천시
증포제2공원,,경기도 이천시 갈산동 611-4,1872.0,경기도 이천시
증포제3공원,경기도 이천시 이섭대천로 1325-1(증포동),경기도 이천시 증포동 483,2250.0,경기도 이천시
관고제6공원,,경기도 이천시 관고동 512,1830.0,경기도 이천시
휴먼시아공원,,경기도 이천시 갈산동 786,2100.0,경기도 이천시
푸르지오공원,,경기도 이천시 증포동 481,3179.0,경기도 이천시
증포3지구 어린이공원1,경기도 이천시 이섭대천로 1325,경기도 이천시 증포동 375-5,352.0,경기도 이천시
증포3지구 어린이공원2,경기도 이천시 이섭대천로 1325,경기도 이천시 증포동 375-5,45.0,경기도 이천시
갈산제2공원,,경기도 이천시 갈산동 779,2100.0,경기도 이천시
진암공원,,경기도 이천시 장호원읍 진암리 60-4,177579.0,경기도 이천시
마장근린공원,경기도 이천시 마장면 마장로 11,경기도 이천시 마장면 오천리 411,15317.0,경기도 이천시
48호어린이공원,,경기도 이천시 송정동 88-1,2791.0,경기도 이천시
송정제2어린이공원라온프라이빗,,경기도 이천시 송정동 88-1,6335.0,경기도 이천시
고촌어린이19(수기1공원),,경기도 김포시 고촌읍 신곡리 1249,1715.0,경기도 김포시
고촌어린이20(수기2공원),,경기도 김포시 고촌읍 신곡리 1260,1522.0,경기도 김포시
고촌어린이21(수기3공원),,경기도 김포시 고촌읍 신곡리 1268,1567.0,경기도 김포시
항공소공원1,,경기도 김포시 대곶면 대벽리 산66-56,1968.0,경기도 김포시
걸포어린이22,,경기도 김포시 걸포동 1560,3450.0,경기도 김포시
신곡노을공원(고촌31호),,경기도 김포시 고촌읍 신곡리 1106,12881.0,경기도 김포시
이안어린이공원,,"경기도 남양주시 화도읍 창현리 645-19, 645-24, 642-7, 644-4",1675.0,경기도 남양주시
별내택지 소공원1,,경기도 남양주시 별내동 886,2027.0,경기도 남양주시
별내택지소공원2,,경기도 남양주시 별내동 941-2,3196.0,경기도 남양주시
별내택지어린이공원2,,경기도 남양주시 별내동 838-9,1694.0,경기도 남양주시
별내택지어린이공원6,,경기도 남양주시 별내동 1092,1989.0,경기도 남양주시
별내택지어린이공원3,경기도 남양주시 별내동 별내3로 285,,2743.0,경기도 남양주시
별내택지어린이공원4,,경기도 남양주시 별내동 1130,3040.0,경기도 남양주시
별내택지어린이공원7,,경기도 남양주시 별내동 1038-3,4290.0,경기도 남양주시
별내택지어린이공원1,,경기도 남양주시 별내동 1162,4299.0,경기도 남양주시
별내택지어린이공원5,,경기도 남양주시 별내동 904,6981.0,경기도 남양주시
별내택지 근린공원1,,경기도 남양주시 별내동 818,28459.0,경기도 남양주시
별내택지 근린공원2,,경기도 남양주시 별내동 956-5,29162.0,경기도 남양주시
별내택지 근린공원3,경기도 남양주시 순화궁로 313,경기도 남양주시 별내동 939,31560.0,경기도 남양주시
별내택지 근린공원7,,경기도 남양주시 별내동 988,54318.0,경기도 남양주시
별내택지 근린공원4,,경기도 남양주시 별내동 918,65676.0,경기도 남양주시
별내택지 근린공원6,,경기도 남양주시 별내동 1016-3,76348.0,경기도 남양주시
별내택지 근린공원5,,경기도 남양주시 별내동 1074,144582.0,경기도 남양주시
별내택지 체육공원,,경기도 남양주시 별내동 861,47845.0,경기도 남양주시
별내택지체육공원1,,경기도 남양주시 별내동858,7759.0,경기도 남양주시
별내택지 체육공원3,,경기도 남양주시 별내동910,12367.0,경기도 남양주시
별내택지 체육공원4,,경기도 남양주시 별내동908,21946.0,경기도 남양주시
마석신도2차1호소공원,경기도 남양주시 화도읍 비룡로99번길 50,경기도 남양주시 화도읍 묵현리 625-2,295.0,경기도 남양주시
선유3 어린이공원,,경기도 파주시 문산읍 당동리 936번지,7284.0,경기도 파주시
선유산업단지1호 근린공원,,경기도 파주시 문산읍 당동리 943,21818.0,경기도 파주시
선유산업단지2호 근린공원,,경기도 파주시 문산읍 선유리 1396,16328.0,경기도 파주시
제35호 어린이공원(갈현),,경기도 용인시 기흥구 신갈동 159-1,2599.0,경기도 용인시
제32호 어린이공원(도현),,경기도 용인시 기흥구 신갈동 165-1,3093.0,경기도 용인시
제33호 어린이공원(새릉골),,"경기도 용인시 기흥구 신갈동 166-1, 732",1535.0,경기도 용인시
제44호 근린공원(관곡근린공원),,경기도 용인시 기흥구 구갈동 350,11060.0,경기도 용인시
제43호 근린공원(갈천근린공원),,경기도 용인시 기흥구 신갈동 164,26037.0,경기도 용인시
제46호 근린공원(용뫼근린공원),,경기도 용인시 기흥구 상갈동 495,11999.0,경기도 용인시
제61호 어린이공원(상갈),경기도 용인시 기흥구 신갈로 12,경기도 용인시 기흥구 상갈동 102-5,1650.0,경기도 용인시
제62호 어린이공원(금화5),,경기도 용인시 기흥구 상갈동 455,3145.0,경기도 용인시
제64호 어린이공원(금화1),,경기도 용인시 기흥구 상갈동 461-2,1515.0,경기도 용인시
제63호 어린이공원(금화3),,경기도 용인시 기흥구 상갈동 481-2,1546.0,경기도 용인시
제41호 어린이공원(양지마을),,경기도 용인시 기흥구 신갈동 397-13,1898.0,경기도 용인시
제86호 어린이공원(한아름),,경기도 용인시 기흥구 상하동 631,1592.0,경기도 용인시
제49호 근린공원(김혁근린공원),,경기도 용인시 기흥구 구갈동 569,21920.0,경기도 용인시
제48호 근린공원(강남근린공원),경기도 용인시 기흥구 갈곡로12번길 1,경기도 용인시 기흥구 구갈동 598,189796.0,경기도 용인시
제51호 어린이공원(하늘채),,경기도 용인시 기흥구 구갈동 549,1615.0,경기도 용인시
제52호 어린이공원(갈곡),,경기도 용인시 기흥구 구갈동 584,1501.0,경기도 용인시
제53호 어린이공원(강남),,경기도 용인시 기흥구 구갈동 602,1500.0,경기도 용인시
제54호 어린이공원(은하수),,경기도 용인시 기흥구 구갈동 605,1500.0,경기도 용인시
보정제1호 어린이공원(신촌),,경기도 용인시 기흥구 보정동 1201,1528.0,경기도 용인시
보정제2호 어린이공원(꽃메),,경기도 용인시 기흥구 보정동 1211,3324.0,경기도 용인시
보정제3호 어린이공원(독정),,경기도 용인시 기흥구 보정동 1235,3363.0,경기도 용인시
보정제4호 어린이공원(죽현),,경기도 용인시 기흥구 보정동 1270,2703.0,경기도 용인시
보정제5호 어린이공원(포솔),,경기도 용인시 기흥구 보정동 1284,1672.0,경기도 용인시
보정제6호 어린이공원(은솔),,경기도 용인시 기흥구 보정동 1296,2166.0,경기도 용인시
보정제7호 어린이공원(해솔),,경기도 용인시 기흥구 보정동 1315,1771.0,경기도 용인시
죽전제6공원(소담공원),,경기도 용인시 기흥구 보정동 1227,31650.0,경기도 용인시
죽전제7공원(큰솔공원),,경기도 용인시 기흥구 보정동 1269,40792.0,경기도 용인시
죽전제8공원(은솔공원),,경기도 용인시 기흥구 보정동 1287,17643.0,경기도 용인시
죽전제9공원(해솔공원),,경기도 용인시 기흥구 보정동 1303,11065.0,경기도 용인시
삼가지구 어린이공원2,,경기도 용인시 처인구 삼가동 195-19,1925.0,경기도 용인시
삼가지구 어린이공원1,,경기도 용인시 처인구 삼가동 288-1,4878.0,경기도 용인시
삼가1지구 체육공원,,경기도 용인시 처인구 삼가동 268-26,17748.0,경기도 용인시
제107호 어린이공원,,경기도 용인시 처인구 모현읍 왕산리 949,5817.0,경기도 용인시
제105호 어린이공원,,경기도 용인시 처인구 포곡읍 둔전리450,2558.0,경기도 용인시
소공원,,경기도 용인시 처인구 김량장동 503-1,887.0,경기도 용인시
소공원,,경기도 용인시 처인구 모현읍 왕산리 523-17,919.0,경기도 용인시
소공원,,경기도 용인시 처인구 백암면 근창리 101-8,807.0,경기도 용인시
소공원,,경기도 용인시 처인구 역북동 385-5,391.0,경기도 용인시
소공원,,경기도 용인시 처인구 역북동 386-3,406.0,경기도 용인시
제99호 어린이공원,,경기도 용인시 처인구 포곡읍 삼계리 671-25,1875.0,경기도 용인시
둔전체육공원(73호),,경기도 용인시 처인구 포곡읍 둔전리 422-2,9877.0,경기도 용인시
소공원,,경기도 용인시 처인구 마평동 740-66,265.0,경기도 용인시
소공원,,경기도 용인시 처인구 역북동 413-14,3573.0,경기도 용인시
소공원,,경기도 용인시 처인구 역북동 430-22,7040.0,경기도 용인시
제36호 소공원(마평소공원),,경기도 용인시 처인구 마평동 661-1,401.0,경기도 용인시
제41호 근린공원(만골공원),경기도 용인시 기흥구 기흥로116번길 10,경기도 용인시 기흥구 신갈동 산14,81927.0,경기도 용인시
제42호 근린공원(상갈공원),,경기도 용인시 기흥구 상갈동 129-17,153429.0,경기도 용인시
제44호 어린이공원(관아),,경기도 용인시 기흥구 구갈동 393-1,2589.0,경기도 용인시
제47호 어린이공원(관곡),,경기도 용인시 기흥구 구갈동 407-1,1696.0,경기도 용인시
제43호 어린이공원(동오),,경기도 용인시 기흥구 신갈동 2,1699.0,경기도 용인시
제45호 어린이공원(신갈중앙),,경기도 용인시 기흥구 신갈동 33-4,1882.0,경기도 용인시
제46호 어린이공원(신갈),,경기도 용인시 기흥구 신갈동 44-8,1727.0,경기도 용인시
제50호 어린이공원(안마을),,경기도 용인시 기흥구 구갈동 375-2,2196.0,경기도 용인시
제49호 어린이공원(한성),,경기도 용인시 기흥구 구갈동 383-1,3720.0,경기도 용인시
제58호 어린이공원(개나리),경기도 용인시 기흥구 중부대로55번길 59,경기도 용인시 기흥구 영덕동 915,5937.0,경기도 용인시
제59호 어린이공원(진달래),,경기도 용인시 기흥구 영덕동 934,1500.0,경기도 용인시
제36호 어린이공원(내기),경기도 용인시 기흥구 중부대로 495,경기도 용인시 기흥구 구갈동 271,1901.0,경기도 용인시
제48호 어린이공원(캐슬),,경기도 용인시 기흥구 구갈동 276-1,1544.0,경기도 용인시
제34호 어린이공원(가현),,경기도 용인시 기흥구 구갈동 344-1,2497.0,경기도 용인시
설봉공원,경기도 이천시 경충대로 2709번길 128,경기도 이천시 관고동 356,1644940.0,경기도 이천시
온천공원,경기도 이천시 애련정로136번길 84,경기도 이천시 창전동 503,114600.0,경기도 이천시
수변공원,경기도 이천시 경충대로 2422번길 17,경기도 이천시 진리동 140,12040.0,경기도 이천시
심포니공원,경기도 이천시 서희로 82번길 46,경기도 이천시 창전동 139,2947.0,경기도 이천시
이수흥공원,,경기도 이천시 창전동 76,1902.0,경기도 이천시
희망공원,경기도 이천시 설봉로 43번길 49,경기도 이천시 관고동 21,683.0,경기도 이천시
한아름공원,경기도 이천시 중리천로 15,경기도 이천시 관고동 11,1297.0,경기도 이천시
잎새어린이공원,,경기도 의정부시 민락동 826,1508.6,경기도 의정부시
오색어린이공원,,경기도 의정부시 낙양동 748,1658.6,경기도 의정부시
물향기어린이공원,,경기도 의정부시 낙양동 752,3004.0,경기도 의정부시
넘실어린이공원,,경기도 의정부시 민락동 892,1912.1,경기도 의정부시
솔향어린이공원,,경기도 의정부시 민락동 872,1736.2,경기도 의정부시
송산지구1호소공원,,경기도 의정부시 용현동 550-2,1759.4,경기도 의정부시
광역행정타운1호소공원,,경기도 의정부시 금오동 482-1,3187.0,경기도 의정부시
광역행정타운1호소공원,,경기도 의정부시 금오동 산31-18,2231.0,경기도 의정부시
귀락문화공원,,경기도 의정부시 자일동 69-43,8659.0,경기도 의정부시
역전근린공원,,경기도 의정부시 의정부동 222-19,11402.5,경기도 의정부시
하늘능선근린공원,,경기도 의정부시 민락동 855,33457.9,경기도 의정부시
송산사지근린공원,,경기도 의정부시 민락동 878,75925.7,경기도 의정부시
초록누리근린공원,,경기도 의정부시 낙양동 730,45730.7,경기도 의정부시
푸른물빛근린공원,,경기도 의정부시 민락동 897,15773.0,경기도 의정부시
민락문화근린공원,,경기도 의정부시 민락동 900,25509.4,경기도 의정부시
푸른마당근린공원,,경기도 의정부시 민락동 887,16957.3,경기도 의정부시
광역행정타운 문화공원,,경기도 의정부시 금오동 145-7,3886.0,경기도 의정부시
송산1호수변공원,,경기도 의정부시 민락동 731-1,6487.5,경기도 의정부시
활기체육공원,,경기도 의정부시 민락동 888,30333.3,경기도 의정부시
한터어린이공원,,경기도 의정부시 민락동 785,1525.6,경기도 의정부시
너나들이어린이공원,,경기도 의정부시 민락동 798,1572.3,경기도 의정부시
민락교통어린이공원,,경기도 의정부시 민락동 802,3668.0,경기도 의정부시
초록어린이공원,,경기도 의정부시 낙양동 713,1971.4,경기도 의정부시
늘품어린이공원,,경기도 의정부시 민락동 832,1774.2,경기도 의정부시
민락문화공원,,경기도 의정부시 민락동 691-2,2451.0,경기도 의정부시
평화어린이공원,,경기도 의정부시 민락동 692-5,4132.0,경기도 의정부시
점말문화공원,,경기도 의정부시 민락동 695-2,2508.0,경기도 의정부시
승지문화공원,,경기도 의정부시 민락동 698,1500.0,경기도 의정부시
오동어린이공원,,경기도 의정부시 민락동 706-1,1788.0,경기도 의정부시
장미어린이공원,,경기도 의정부시 녹양동 385-1,1509.0,경기도 의정부시
무지개문화공원,,경기도 의정부시 녹양동 380-1,1757.0,경기도 의정부시
어룡문화공원,,경기도 의정부시 용현동 547-6,3016.0,경기도 의정부시
중보뜰어린이공원,,경기도 의정부시 민락동 735-2,2620.0,경기도 의정부시
사계어린이공원,,경기도 의정부시 민락동 756-5,2573.0,경기도 의정부시
부용문화공원,,경기도 의정부시 민락동 757-3,3002.0,경기도 의정부시
새말소공원,,경기도 의정부시 신곡2동 801-6,800.0,경기도 의정부시
열린문화공원,,경기도 의정부시 신곡2동 758-2,1501.0,경기도 의정부시
상록어린이공원,,경기도 의정부시 신곡2동 767-4,2598.0,경기도 의정부시
샛별문화공원,,경기도 의정부시 신곡2동 774-2,2012.0,경기도 의정부시
효자어린이공원,,경기도 의정부시 신곡2동 789,1493.0,경기도 의정부시
상금오어린이공원,,경기도 의정부시 금오동 456,1504.0,경기도 의정부시
방아어린이공원,,경기도 의정부시 녹양동 410-2,1892.0,경기도 의정부시
수락어린이공원,,경기도 의정부시 장암동 387-2,1500.0,경기도 의정부시
문화어린이공원,,경기도 의정부시 의정부동 530,3035.0,경기도 의정부시
무궁화소공원,,경기도 의정부시 녹양동 337,1383.0,경기도 의정부시
금오소공원,,경기도 의정부시 금오동 464-4,1290.0,경기도 의정부시
안말2지구1소공원,,경기도 의정부시 호원동 251-26,1074.0,경기도 의정부시
안말2지구2소공원,,경기도 의정부시 호원동 242-7,382.0,경기도 의정부시
중앙문화공원,,경기도 의정부시 의정부1동 199-6,1650.0,경기도 의정부시
민락2수변공원,,경기도 의정부시 낙양동 670-8,6072.0,경기도 의정부시
마골어린이공원,,경기도 의정부시 용현동 산21-2 일원,1553.0,경기도 의정부시
공고개어린이공원,,경기도 의정부시 용현동 391-24,1537.0,경기도 의정부시
탑돌어린이공원,,경기도 의정부시 용현동 24-10 일원,1500.0,경기도 의정부시
금빛어린이공원,,경기도 의정부시 호원2동 420,4549.0,경기도 의정부시
장수원어린이공원,,경기도 의정부시 호원1동 465,1530.0,경기도 의정부시
중랑천어린이공원,,경기도 의정부시 호원1동 467-10,3954.0,경기도 의정부시
의서어린이공원,,경기도 의정부시 의정부2동 482,1500.0,경기도 의정부시
만남문화공원,,경기도 의정부시 의정부2동 514,1500.0,경기도 의정부시
달님문화공원,,경기도 의정부시 의정부2동 509-6,1500.0,경기도 의정부시
선행문화공원,,경기도 의정부시 의정부2동 569-4,1500.0,경기도 의정부시
우정어린이공원,,경기도 의정부시 의정부2동 559-4,1951.0,경기도 의정부시
홍익문화공원,,경기도 의정부시 의정부2동 546-2,1500.0,경기도 의정부시
문예문화공원,,경기도 의정부시 의정부2동 538-6,1500.0,경기도 의정부시
소망어린이공원,,경기도 의정부시 의정부2동 579-3,1500.0,경기도 의정부시
꿈나무문화공원,,경기도 의정부시 의정부2동 584-7,1502.0,경기도 의정부시
한길문화공원,,경기도 의정부시 의정부2동 596,1501.0,경기도 의정부시
범골어린이공원,,경기도 의정부시 의정부2동 606-3,1500.0,경기도 의정부시
동오리어린이공원,,경기도 의정부시 신곡2동 682-2,1893.0,경기도 의정부시
바랑골어린이공원,,경기도 의정부시 신곡2동 687-2,1644.0,경기도 의정부시
행복어린이공원,,경기도 의정부시 신곡2동 684-1,2075.0,경기도 의정부시
꿈문화공원,,경기도 의정부시 신곡2동 669-2,3213.0,경기도 의정부시
능골문화공원,,경기도 의정부시 신곡2동 685-3,2066.0,경기도 의정부시
바리소리어린이공원,,경기도 의정부시 신곡1동 727-2,1897.0,경기도 의정부시
하늘빛어린이공원,,경기도 의정부시 신곡1동 702-4,2262.0,경기도 의정부시
청룡어린이공원,,경기도 의정부시 신곡1동 725-1,2031.0,경기도 의정부시
천보근린공원,,경기도 의정부시 금오동 469-1,9534.0,경기도 의정부시
상록근린공원,,경기도 의정부시 금오동 476-3,11194.0,경기도 의정부시
열린맘근린공원,,경기도 의정부시 신곡2동 812,23959.9,경기도 의정부시
청사초롱근린공원,,경기도 의정부시 신곡2동 797,88957.0,경기도 의정부시
곤제근린공원,,"경기도 의정부시 낙양동 692-1, 13",30798.1,경기도 의정부시
다리목근린공원,,경기도 의정부시 민락동 736-2,10000.9,경기도 의정부시
해오름근린공원,,경기도 의정부시 녹양동 399,27187.5,경기도 의정부시
군마근린공원,,경기도 의정부시 녹양동 406-3,13437.9,경기도 의정부시
옥수당근린공원,,경기도 의정부시 장암동 411-38,29765.0,경기도 의정부시
캠프라과디아체육공원,,경기도 의정부시 의정부동 253-35 일원,12731.0,경기도 의정부시
신곡어린이공원,,경기도 의정부시 신곡동 615-78,1830.6,경기도 의정부시
희망어린이공원,,경기도 의정부시 의정부동 225-39,5217.0,경기도 의정부시
꽃동네어린이공원,,경기도 의정부시 금오동 284-12 일원,2168.0,경기도 의정부시
하금오어린이공원,,경기도 의정부시 금오동 254-1,1500.0,경기도 의정부시
색동어린이공원,,경기도 의정부시 가능동 611,1849.0,경기도 의정부시
동심어린이공원,,경기도 의정부시 가능동 635,2317.0,경기도 의정부시
어수정어린이공원,,경기도 의정부시 가능동 679,2326.0,경기도 의정부시
토끼어린이공원,,경기도 의정부시 가능동 709,1786.0,경기도 의정부시
벌말어린이공원,,경기도 의정부시 의정부동 402,3115.0,경기도 의정부시
백합어린이공원,,경기도 의정부시 가능동 650-7,2316.0,경기도 의정부시
느티나무어린이공원,,경기도 의정부시 녹양동 348,1757.0,경기도 의정부시
새싹어린이공원,,경기도 의정부시 가능1동 656,2324.0,경기도 의정부시
공룡어린이공원,,경기도 의정부시 가능1동 362-170,1500.0,경기도 의정부시
호동어린이공원,,경기도 의정부시 호원2동 341-11,1509.0,경기도 의정부시
장암어린이공원,,경기도 의정부시 장암동 17-27,1500.0,경기도 의정부시
직동근린공원,,경기도 의정부시 의정부2동 산4-5번지 일원,632143.0,경기도 의정부시
추동근린공원,,경기도 의정부시 신곡2동 산25-1번지 일원,854666.0,경기도 의정부시
중랑천근린공원,,경기도 의정부시 의정부동 14-12,14900.0,경기도 의정부시
백석천근린공원,,경기도 의정부시 의정부2동 553,12248.3,경기도 의정부시
장암발곡근린공원,,경기도 의정부시 신곡1동 724-1,10368.2,경기도 의정부시
오목문화근린공원,,경기도 의정부시 민락동 696-1,20063.5,경기도 의정부시
용현근린공원,,경기도 의정부시 용현동 523,9488.9,경기도 의정부시
어린이공원(통복지구),,경기도 평택시 통복동 22-2,1567.0,경기도 평택시
어울림 어린이공원(현촌지구),,경기도 평택시 용이동 593-3,3951.0,경기도 평택시
어인남 어린이공원,,경기도 평택시 비전동 752-13,985.0,경기도 평택시
어제 3호 어린이공원(모산영신지구),경기도 평택시 지제동삭1로 163 (동삭동 더샵지제역센트럴파크1BL아파트),경기도 평택시 동삭동 412-14,1887.0,경기도 평택시
용이1호 어린이공원(용이지구),,경기도 평택시 용이동 485-1,1805.0,경기도 평택시
용이2호 어린이공원(용이지구),,경기도 평택시 용이동 447-1,1849.0,경기도 평택시
용이3호 어린이공원(용이지구),,경기도 평택시 용이동 459-1,1914.0,경기도 평택시
용이4호 어린이공원(용이지구),,경기도 평택시 용이동 453-4,2589.0,경기도 평택시
우주별 어린이공원(소사벌택지 8호),,경기도 평택시 비전동 1047공,1688.0,경기도 평택시
원앙 어린이공원,,경기도 평택시 세교동 555-1,1597.4,경기도 평택시
원평14통(삽다리) 어린이공원,,경기도 평택시 신대동 184-9,1500.0,경기도 평택시
은행 어린이공원,,경기도 평택시 비전동 803,5081.0,경기도 평택시
이곡 어린이공원,,경기도 평택시 비전동 798-1,2436.0,경기도 평택시
장미 어린이공원,,경기도 평택시 세교동 230-59,1819.0,경기도 평택시
정글 어린이공원(소사벌택지 12호),,경기도 평택시 죽백동 778-1공,1562.3,경기도 평택시
정원 어린이공원,,경기도 평택시 비전동 826,5322.0,경기도 평택시
조개터 1호 어린이공원,,경기도 평택시 합정동 921-1,1632.8,경기도 평택시
조개터2호 어린이공원,,경기도 평택시 합정동 930-1,1974.1,경기도 평택시
청솔 어린이공원,,경기도 평택시 세교동 557-1,1604.3,경기도 평택시
추팔 어린이공원,,경기도 평택시 팽성읍 추팔리 396-2,8329.0,경기도 평택시
통미 어린이공원,,경기도 평택시 합정동 749,1990.0,경기도 평택시
비전 어린이공원,,경기도 평택시 비전동 631-1,2067.0,경기도 평택시
사랑방 어린이공원(용죽지구),,경기도 평택시 용이동 673,2781.0,경기도 평택시
삼각 어린이공원,,경기도 평택시 팽성읍 송화리 786-2,1723.0,경기도 평택시
상가 어린이공원,,경기도 평택시 세교동 562-6,1483.0,경기도 평택시
상서재 어린이공원(서재지구 75호),,경기도 평택시 동삭동 678-3,2107.0,경기도 평택시
새터말 어린이공원,,경기도 평택시 팽성읍 객사리 88-2,1694.0,경기도 평택시
새한 어린이공원,,경기도 평택시 비전동 885-1,2257.0,경기도 평택시
색동(제1호) 어린이공원(영신지구),,경기도 평택시 동삭동 산88-1,2681.0,경기도 평택시
샛별 어린이공원(서재지구 78호),,경기도 평택시 동삭동 695-8,2322.0,경기도 평택시
성동 어린이공원,경기도 평택시 비전로 27 (비전동),경기도 평택시 비전동 610-1,2210.0,경기도 평택시
소사1 어린이공원(소사지구),,경기도 평택시 소사동 525,1480.0,경기도 평택시
소사뜰 어린이공원(소사2지구),,경기도 평택시 소사동 23-4,2754.0,경기도 평택시
소사벌 어린이공원,,경기도 평택시 비전동 879-2,2638.6,경기도 평택시
송화 어린이공원,,경기도 평택시 팽성읍 송화리 778-1,1558.0,경기도 평택시
숲속 어린이공원(소사벌택지 1호),,경기도 평택시 비전동 969공,4115.0,경기도 평택시
신대쌈지 어린이공원,,경기도 평택시 신대동 418-9,2129.0,경기도 평택시
신작 어린이공원,,경기도 평택시 합정동 908-4,2031.0,경기도 평택시
신흥 어린이공원(신흥지구),,경기도 평택시 용이동 749-1번지,2359.0,경기도 평택시
안정 어린이공원(안정지구 6호),,경기도 평택시 팽성읍 안정리 43-4,4858.3,경기도 평택시
암석 제3호 어린이공원(영신지구),,경기도 평택시 동삭동 575-1,2269.0,경기도 평택시
앞마당 어린이공원(용죽지구),,경기도 평택시 용이동 300-2번지,3613.0,경기도 평택시
놀이 어린이공원(서재지구 80호),,경기도 평택시 동삭동 683-1,1529.0,경기도 평택시
농성 어린이공원(안정2호 근린공원),,경기도 평택시 팽성읍 안정리 44-17,1581.0,경기도 평택시
늘푸른 어린이공원,,경기도 평택시 군문동 368,2001.4,경기도 평택시
늘푸른안정 어린이공원,,경기도 평택시 팽성읍 안정리 98-9,1500.0,경기도 평택시
대동 어린이공원(소사3지구),,경기도 평택시 소사동 산156-2,2680.0,경기도 평택시
동삭 어린이공원(동삭지구),,경기도 평택시 동삭동 342-4,4339.0,경기도 평택시
동일 어린이공원,,경기도 평택시 비전동 888-1,2411.0,경기도 평택시
뒷동산 어린이공원(소사벌택지 5호),,경기도 평택시 죽백동 720-1공,1874.0,경기도 평택시
롯데인벤스 어린이공원,,경기도 평택시 평택동 312,1547.0,경기도 평택시
모산골 어린이공원(동삭2지구),,경기도 평택시 동삭동 41,1864.0,경기도 평택시
모험 어린이공원(소사벌택지 4호),,경기도 평택시 비전동 1020공,1529.0,경기도 평택시
무동 어린이공원(소사2지구),,경기도 평택시 소사동 95-1,2309.0,경기도 평택시
무지개 어린이공원,,경기도 평택시 비전동 852,1696.0,경기도 평택시
문화촌 어린이공원,,경기도 평택시 비전동 867,1713.0,경기도 평택시
물결 어린이공원(소사벌택지 6호),,경기도 평택시 죽백동 722-1공,1906.4,경기도 평택시
물방울(동부84호) 어린이공원(세교지구단위),경기도 평택시 은실1길 17-2 (세교동),경기도 평택시 세교동 190-4,2076.0,경기도 평택시
물장구 어린이공원(소사벌택지 10호),,경기도 평택시 비전동 1087공,2164.0,경기도 평택시
미로 어린이공원(서재지구 79호),,경기도 평택시 동삭동 657-1,1547.0,경기도 평택시
미리내 어린이공원(지제세교지구),,경기도 평택시 지제동 640-3답,2053.0,경기도 평택시
바다 어린이공원(현촌지구),,경기도 평택시 용이동 588-2,1934.9,경기도 평택시
배꽃 어린이공원(소사2지구),,경기도 평택시 소사동 107-9,1507.0,경기도 평택시
배미 어린이공원,,경기도 평택시 합정동 969,5195.0,경기도 평택시
군문 수변공원,,경기도 평택시 군문동 201-1,9955.0,경기도 평택시
상서재 1호 수변공원(동삭2지구),,경기도 평택시 동삭동 12-1,12194.0,경기도 평택시
1호 어린이공원(동삭 세교지구),,경기도 평택시 동삭동 186-1,1933.0,경기도 평택시
1호 어린이공원(세교지구),,경기도 평택시 세교동 산3-8,1645.0,경기도 평택시
2호 어린이공원(동삭 세교지구),,경기도 평택시 세교동 26,2614.0,경기도 평택시
2호 어린이공원(세교지구),,경기도 평택시 세교동 288-1,8042.0,경기도 평택시
3호 어린이공원(세교지구),,경기도 평택시 세교동 37-3,2000.0,경기도 평택시
JC 어린이공원,,경기도 평택시 평택동 38,1555.7,경기도 평택시
가족 어린이공원,,경기도 평택시 군문동 360-3,2050.0,경기도 평택시
가족(제2호) 어린이공원(영신지구),,경기도 평택시 동삭동 546,4109.0,경기도 평택시
개나리 어린이공원,,경기도 평택시 세교동 559-2,1999.0,경기도 평택시
거꾸로 어린이공원(지제세교지구),,경기도 평택시 지제동 산7-7임,6172.0,경기도 평택시
경남아너스빌 어린이공원,,경기도 평택시 비전동 927,1625.0,경기도 평택시
골목길 어린이공원(용죽지구),,경기도 평택시 용이동 690,1815.4,경기도 평택시
