공원명,도로명주소,주소,면적,제공기관명
정왕2공원,경기도 시흥시,경기도 시흥시 정왕동 2253-4,1772.0,경기도 시흥시
정왕3공원,경기도 시흥시,경기도 시흥시 정왕동 2299-4,1899.0,경기도 시흥시
정왕4공원,경기도 시흥시,경기도 시흥시 정왕동 2307-3,1697.0,경기도 시흥시
정왕5공원,경기도 시흥시,경기도 시흥시 정왕동 2322-3,1798.0,경기도 시흥시
정왕6공원,경기도 시흥시,경기도 시흥시 정왕동 2312-4,1700.0,경기도 시흥시
중앙공원,경기도 시흥시,경기도 시흥시 정왕동 1845-1,37836.0,경기도 시흥시
서촌공원,경기도 시흥시,경기도 시흥시 정왕동 1848-2,10064.0,경기도 시흥시
희망공원,경기도 시흥시 군자천로131번길 64,경기도 시흥시 정왕동 1358,126984.0,경기도 시흥시
젊음과패기의 공원,경기도 시흥시,경기도 시흥시 정왕동 1800-5,10647.0,경기도 시흥시
평안공원,경기도 시흥시 정왕대로298번길 36,경기도 시흥시 정왕동 1787-4,10019.0,경기도 시흥시
소망공원,경기도 시흥시,경기도 시흥시 정왕동 1368,76148.0,경기도 시흥시
송운공원,경기도 시흥시,경기도 시흥시 정왕동 1873-1,10113.0,경기도 시흥시
군서공원,경기도 시흥시 정왕천로369번길 46,경기도 시흥시 정왕동 1581,11106.0,경기도 시흥시
큰솔공원,경기도 시흥시 큰솔로 67-8,경기도 시흥시 정왕동 1512,12758.0,경기도 시흥시
동보공원,경기도 시흥시,경기도 시흥시 정왕동 1942-3,10009.0,경기도 시흥시
함현공원,경기도 시흥시 함송로29번길 31,경기도 시흥시 정왕동 1878-3,12141.0,경기도 시흥시
옥구공원,경기도 시흥시 서해안로 277,경기도 시흥시 정왕동 2138,334910.0,경기도 시흥시
사랑공원,경기도 시흥시,경기도 시흥시 정왕동 1872-7,1650.0,경기도 시흥시
시흥공원,경기도 시흥시,경기도 시흥시 정왕동 1871-2,1650.0,경기도 시흥시
해공원,경기도 시흥시,경기도 시흥시 정왕동 1542-5,2685.0,경기도 시흥시
새싹공원,경기도 시흥시,경기도 시흥시 정왕동 1412-9,2278.0,경기도 시흥시
달공원,경기도 시흥시,경기도 시흥시 정왕동 1504-2,1987.0,경기도 시흥시
별공원,경기도 시흥시 군서로18번길 16-1,경기도 시흥시 정왕동 1192-1,1794.0,경기도 시흥시
꿈동산공원,경기도 시흥시 군서로18번길 16-1,경기도 시흥시 정왕동 1569-10,1929.0,경기도 시흥시
무지개공원,경기도 시흥시 군서로54번길 4,경기도 시흥시 정왕동 1207-1,1822.0,경기도 시흥시
연못공원,경기도 시흥시,경기도 시흥시 정왕동 1825-2,2092.0,경기도 시흥시
61호소공원,경기도 수원시 장안구 정조로 1053번길 36,경기도 수원시 장안구 송죽동 346-6,971.3,경기도 수원시
신일공원,경기도 시흥시 시흥대로 1065번길 15,경기도 시흥시 신천동 890-1,1667.0,경기도 시흥시
포도원공원,경기도 시흥시,경기도 시흥시 신천동 851-7,1654.0,경기도 시흥시
정왕동 체육3공원,경기도 시흥시 역전로 2,경기도 시흥시 정왕동 2160,112983.0,경기도 시흥시
대야공원,경기도 시흥시 대골길 47-6,경기도 시흥시 대야동 459,1587.0,경기도 시흥시
연합공원,경기도 시흥시,경기도 시흥시 대야동 470-2,1638.0,경기도 시흥시
뱀내공원,경기도 시흥시,경기도 시흥시 대야동 500,1601.0,경기도 시흥시
신천공원,경기도 시흥시,경기도 시흥시 신천동 764,1871.0,경기도 시흥시
삼미공원,경기도 시흥시 삼미시장2길 40,경기도 시흥시 신천동 736,1646.0,경기도 시흥시
신라공원,경기도 시흥시,경기도 시흥시 신천동 742,1754.0,경기도 시흥시
벌터공원,경기도 시흥시 신천1길 21,경기도 시흥시 신천동 753,1711.0,경기도 시흥시
소래공원,경기도 시흥시,경기도 시흥시 신천동 702,1636.0,경기도 시흥시
현진공원,경기도 시흥시,경기도 시흥시 신천동 775,1574.0,경기도 시흥시
대골공원,경기도 시흥시,경기도 시흥시 대야동 444-13,1552.0,경기도 시흥시
안골공원,경기도 시흥시,경기도 시흥시 거모동 1715-1,1579.0,경기도 시흥시
내곡공원,경기도 시흥시 군자로477번안길 10-4,경기도 시흥시 거모동 1722-5,1604.0,경기도 시흥시
한우물공원,경기도 시흥시,경기도 시흥시 거모동 1735-3,1595.0,경기도 시흥시
석곡공원,경기도 시흥시 한우물로21번길 30,경기도 시흥시 거모동 1739-1,1601.0,경기도 시흥시
거모공원,경기도 시흥시 군자로466번길 92,경기도 시흥시 거모동 1754-1,1772.0,경기도 시흥시
태봉공원,경기도 시흥시 군자로534번안길 6-6,경기도 시흥시 거모동 1768-5,1600.0,경기도 시흥시
도일공원,경기도 시흥시 군자로534번길 36,경기도 시흥시 거모동 1775-2,1500.0,경기도 시흥시
옥터공원,경기도 시흥시,경기도 시흥시 정왕동 1998-5,1534.0,경기도 시흥시
오이도공원,경기도 시흥시 오이도1길 30,경기도 시흥시 정왕동 2040-1,1852.0,경기도 시흥시
비둘기공원,경기도 시흥시,경기도 시흥시 은행동 551,63283.0,경기도 시흥시
은행공원,경기도 시흥시,경기도 시흥시 은행동 538-4,1774.0,경기도 시흥시
정왕1공원,경기도 시흥시,경기도 시흥시 정왕동 2246-1,1800.0,경기도 시흥시
60호소공원,,경기도 수원시 장안구 정자동 836-5,3482.0,경기도 수원시
도원공원,경기도 시흥시,경기도 시흥시 신천동 818-1,1606.0,경기도 시흥시
상아공원,경기도 시흥시,경기도 시흥시 신천동 826-1,1621.0,경기도 시흥시
신흥공원,경기도 시흥시 신흥마을1길 28,경기도 시흥시 신천동 821-5,1601.0,경기도 시흥시
새말공원,경기도 시흥시 포도원로79번길 11-3,경기도 시흥시 신천동 843-19,1587.0,경기도 시흥시
둥지공원,경기도 시흥시 수인로3325번길 29,경기도 시흥시 신천동 857-1,1467.0,경기도 시흥시
복음공원,경기도 시흥시,경기도 시흥시 신천동 944,1630.0,경기도 시흥시
복음자리공원,경기도 시흥시,경기도 시흥시 신천동 947,1597.0,경기도 시흥시
산호공원,경기도 시흥시 시흥대로1073번길 40,경기도 시흥시 신천동 870-1,1610.0,경기도 시흥시
백제공원,경기도 시흥시 시흥대로 1105-4,경기도 시흥시 신천동 84-5,1616.0,경기도 시흥시
40호소공원,,경기도 수원시 장안구 정자동 569-11,2531.0,경기도 수원시
문화공원,,경기도 파주시 금촌동 779,1500.0,경기도 파주시
천수공원,,경기도 파주시 아동동 358-1,1500.0,경기도 파주시
선단 제1공원,,경기도 포천시 선단동 808-40,2973.0,경기도 포천시
소흘체육공원,경기도 포천시 소흘읍 태봉로63번길 91,경기도 포천시 소흘읍 이동교리 산1,54000.0,경기도 포천시
선단 제3공원,,경기도 포천시 선단동 9-9,3955.0,경기도 포천시
선단제4공원,,경기도 포천시 선단동 433-3,1693.0,경기도 포천시
태봉근린공원,경기도 포천시 소흘읍 태봉로 188,경기도 포천시 소흘읍 송우리 726-4,159835.0,경기도 포천시
선단 제5공원,,경기도 포천시 선단동 23,2540.0,경기도 포천시
마산공원,,경기도 포천시 가산면 마산리 455-1,1878.0,경기도 포천시
방축공원,경기도 포천시 가산면 가산로 236,경기도 포천시 가산면 방축리 43-1,1705.0,경기도 포천시
운천 제1공원,,경기도 포천시 영북면 운천리 470-13,7818.0,경기도 포천시
고산1호 어린이공원,,경기도 광주시 고산동 347,4866.2,경기도 광주시
수청근린공원,,경기도 오산시 수청동 87-16,34891.0,경기도 오산시
원동근린공원,,경기도 오산시 원동 555-2,16055.0,경기도 오산시
원동제2근린공원,,경기도 오산시 원동 481-17,38755.0,경기도 오산시
오산어린이공원,,경기도 오산시 오산동 852-11,3106.0,경기도 오산시
미우공원,,경기도 파주시 아동동339-4번지,1500.0,경기도 파주시
공흥 소공원,,경기도 양평군 양평읍 공흥리 885-1,1276.0,경기도 양평군
조리소공원,,경기도 파주시 조리읍 오산리 396-14,816.0,경기도 파주시
마장근린공원,,경기도 파주시 조리읍 봉일천리 272,265000.0,경기도 파주시
금파지방산업단지 근린공원,,경기도 파주시 조리읍 봉일천리 271,1125.0,경기도 파주시
햇살담은 숲속 놀이터,,경기도 파주시 광탄면 기산리 산150-15,346.0,경기도 파주시
금파지방산업단지 근린공원,,경기도 파주시 파평면 금파리 527번지,14865.0,경기도 파주시
당동어린이공원,,경기도 파주시 문산읍 당동리 944,21254.0,경기도 파주시
가재울공원,,경기도 파주시 목동동 820,48266.0,경기도 파주시
해솔공원 4호,,경기도 파주시 와동동 1326,21938.0,경기도 파주시
해솔공원 5호,,경기도 파주시 목동동 989,14038.0,경기도 파주시
산내공원 6호,,경기도 파주시 목동동 2-110,44682.0,경기도 파주시
한빛공원,,경기도 파주시 와동동 1418,50679.0,경기도 파주시
한울공원,,경기도 파주시 목동동 1091,32581.0,경기도 파주시
한솔공원,,경기도 파주시 동패동 1820,61604.0,경기도 파주시
산내공원 10호,,경기도 파주시 동패동 1884,42838.0,경기도 파주시
근린공원 11호,,경기도 파주시 목동동 911,10217.0,경기도 파주시
운정호수공원,,경기도 파주시 목동동 1144,567920.0,경기도 파주시
금잔디어린이공원,,경기도 파주시 와동동 1591,6542.0,경기도 파주시
해솔어린이공원,,경기도 파주시 와동동 1412,2049.0,경기도 파주시
한울어린이공원,,경기도 파주시 와동동 1319,1808.0,경기도 파주시
가람어린이공원,,경기도 파주시 목동동 662,3465.0,경기도 파주시
소공원 2호,,경기도 파주시 동패동 1770 공,1095.0,경기도 파주시
소공원 4호,,경기도 파주시 와동동 1335,1122.0,경기도 파주시
소공원 5호,,경기도 파주시 와동동 1571,526.0,경기도 파주시
소공원 6호,,경기도 파주시 와동동 1623,861.0,경기도 파주시
소공원 7호,,경기도 파주시 목동동 733,725.0,경기도 파주시
소공원 8호,,경기도 파주시 목동동 896,433.0,경기도 파주시
소공원 9호,,경기도 파주시 목동동 771,221.0,경기도 파주시
포천체육공원,경기도 포천시 중앙로61번길 18(신읍동),경기도 포천시 신읍동 108-15,21514.0,경기도 포천시
선단공원,경기도 포천시 넘마을길 8,경기도 포천시 선단동 산39,36728.0,경기도 포천시
근린공원3,,경기도 포천시 군내면 용정리 489,17530.3,경기도 포천시
근린공원(39),,경기도 포천시 신읍동 425,10006.0,경기도 포천시
어린이공원,,경기도 포천시 군내면 구읍리617-2,1500.0,경기도 포천시
청성역사공원,,경기도 포천시 군내면 하성북리 637-5,1060350.0,경기도 포천시
화봉공원,경기도 포천시 가산면 가산로 227-40,경기도 포천시 가산면 방축리 산16-1,115940.0,경기도 포천시
어린이공원,,경기도 포천시 군내면 하성북리 552,1976.0,경기도 포천시
어린이공원,,경기도 포천시 군내면 하성북리 742-5,2044.0,경기도 포천시
어린이공원,경기도 포천시 소흘읍 솔모루로169번길 8-9,경기도 포천시 소흘읍 송우리 37-12,1546.0,경기도 포천시
어린이공원,,경기도 포천시 소흘읍 송우리 43,4868.0,경기도 포천시
어린이공원,,경기도 포천시 신읍동 402-4,1509.0,경기도 포천시
어린이공원,,경기도 포천시 신읍동 430-2,1665.0,경기도 포천시
이동어린이공원1,,경기도 포천시 이동면 장암리 517-8,1501.0,경기도 포천시
근린공원2,,경기도 포천시 군내면 용정리 491,13673.6,경기도 포천시
광탄3호 소공원,,경기도 양평군 용문면 광탄리 762,847.0,경기도 양평군
죽산연못공원,,경기도 안성시 죽산면 죽산리 482-1,5910.0,경기도 안성시
안성맞춤가족공원(17호근린공원),경기도 안성시 공도읍 대림동산길 36,경기도 안성시 공도읍 마정리 112-52,22224.0,경기도 안성시
아양1호근린공원,,경기도 안성시 옥산동 360,36324.0,경기도 안성시
아양2호근린공원,,경기도 안성시 옥산동 318,35348.0,경기도 안성시
도례공원,경기도 안성시 도구머리길 148-14 (도기동),경기도 안성시 도기동 산64,347059.0,경기도 안성시
알미산공원,,경기도 안성시 옥산동 365,16504.0,경기도 안성시
아양1호공원,,경기도 안성시 옥산동 349,2643.0,경기도 안성시
아양1호소공원,,경기도 안성시 옥산동 18-5,3483.0,경기도 안성시
양서 소공원 7,,경기도 양평군 양서면 신원리 471-5,2271.0,경기도 양평군
공흥 양근공원,,경기도 양평군 양평읍 공흥리 456-25,769.0,경기도 양평군
다문 소공원 5,,경기도 양평군 용문면 다문리 240,1601.0,경기도 양평군
용문4호 어린이공원,,경기도 양평군 용문면 마룡리 667-1,3854.0,경기도 양평군
공흥 어린이공원,,경기도 양평군 양평읍 공흥리 884,2311.0,경기도 양평군
오빈10 어린이공원,,경기도 양평군 양평읍 오빈리 96-25,1501.0,경기도 양평군
오빈11 어린이공원,,경기도 양평군 양평읍 오빈리 39-1,1507.0,경기도 양평군
다문 어린이공원,,경기도 양평군 용문면 다문리 1054,2933.0,경기도 양평군
삼산 어린이공원,경기도 양평군 양동면 원삼산길 13-36,경기도 양평군 양동면 삼산리 105-19,2034.0,경기도 양평군
다문 어린이공원6,,경기도 양평군 용문면 다문리 209,1717.0,경기도 양평군
성혼선생의묘(선유지구),,경기도 파주시 문산읍 선유리 1374번지,68837.0,경기도 파주시
선유산업단지4호 어린이공원,,경기도 파주시 문산읍 선유리 1379번지,1764.0,경기도 파주시
선유산업단지5호 어린이공원,,경기도 파주시 문산읍 선유리 1379-3,4974.0,경기도 파주시
통일공원,,경기도 파주시 문산읍 선유리 1367,264134.0,경기도 파주시
동광어린이공원,,경기도 파주시 파주읍 향양리 700-2,1510.0,경기도 파주시
법원 체육공원,경기도 파주시 파주읍 통일로 1586-24,경기도 파주시 파주읍 봉서리 353-1일원,23007.0,경기도 파주시
오산지방산업단지 근린공원,,경기도 파주시 파주읍 연풍리 483-1,4686.0,경기도 파주시
조리어린이공원,,경기도 파주시 법원읍 법원리 산40-3,1757.0,경기도 파주시
물소리공원(3호) → 동화어린이공원,,경기도 화성시 봉담읍 동화리 613,3037.0,경기도 화성시
산새들공원(4호),,경기도 화성시 봉답읍 동화리 605,3654.0,경기도 화성시
솔향기공원(5호),,경기도 화성시 봉답읍 동화리 633,3539.0,경기도 화성시
한울3호어린이공원,,경기도 화성시 봉담읍 수영리 680,2983.0,경기도 화성시
해오름공원,,경기도 화성시 봉담읍 와우리 215,4571.0,경기도 화성시
신동아 파밀리에아파트 소공원,,경기도 화성시 봉담읍 동화리 398-2,4533.0,경기도 화성시
와우리 소공원,,경기도 화성시 봉담읍 와우리 217,2256.0,경기도 화성시
와우리 문화공원(코리요 문화공원),,경기도 화성시 봉담읍 와우리 595,4590.0,경기도 화성시
협성대 앞 쌈지공원,,경기도 화성시 봉담읍 상리 15-38,268.0,경기도 화성시
동화리 어린이놀이터(동화리 쌈지공원),,경기도 화성시 봉담읍 동화리 562-15,127.0,경기도 화성시
동화리 공공공지 1호,,경기도 화성시 봉담읍 동화리 301-13,228.0,경기도 화성시
59호,,경기도 화성시 오산동 967-1526,1117.0,경기도 화성시
60호,,경기도 화성시 오산동 989-2,2107.0,경기도 화성시
61호,,경기도 화성시 오산동 967-1541,675.0,경기도 화성시
64호,,경기도 화성시 오산동 992-2,599.0,경기도 화성시
65호,,경기도 화성시 오산동 999-2,2963.0,경기도 화성시
67호,,경기도 화성시 송동 681-450,3917.0,경기도 화성시
70호,,경기도 화성시 오산동 1005-1,932.0,경기도 화성시
71호,,경기도 화성시 오산동 1001-2,9892.0,경기도 화성시
71호,,경기도 화성시 오산동 1030-20,6934.0,경기도 화성시
71호,,경기도 화성시 목동 산96,10231.0,경기도 화성시
72호,,경기도 화성시 오산동1031-16,96.0,경기도 화성시
73호,,경기도 화성시 오산동 1030-17,2747.0,경기도 화성시
74호,,경기도 화성시 오산동 1037-1,219.0,경기도 화성시
74호,,경기도 화성시 오산동 1033-10,282.0,경기도 화성시
75호,,경기도 화성시 오산동 1036-24,173.0,경기도 화성시
76호,,경기도 화성시 목동 261-2,466.0,경기도 화성시
77호,,경기도 화성시 목동 463-10,383.0,경기도 화성시
79호,,경기도 화성시 산척동 688-6,1562.0,경기도 화성시
80호,,경기도 화성시 산척동 696-6,519.0,경기도 화성시
81호,,경기도 화성시 송동 689-1,13370.0,경기도 화성시
갈산공원,,경기도 양평군 양평읍 양근리 234-2,117049.0,경기도 양평군
물안개공원,,경기도 양평군 양평읍 양근리 559,48670.0,경기도 양평군
다문공원,,경기도 양평군 용문면 다문리 산10-1,121804.0,경기도 양평군
쉬자(백운테마)파크,,경기도 양평군 양평읍 백안리 산44,190400.0,경기도 양평군
개군레포츠공원,,경기도 양평군 개군면 하자포리 425-15,61310.0,경기도 양평군
6호 체육공원,,경기도 양평군 양서면 용담리 535-13,37900.0,경기도 양평군
청운체육공원,경기도 양평군 청운면 청운체육공원길 52,경기도 양평군 청운면 여물리 113,24650.0,경기도 양평군
강하 체육공원,,경기도 양평군 강하면 운심리 56,35912.0,경기도 양평군
양근문화공원(16호),,경기도 양평군 양평읍 공흥리 산6-1,4400.0,경기도 양평군
양근문화공원(17호),,경기도 양평군 양평읍 공흥리 711-4,4437.0,경기도 양평군
문화공원7,,경기도 양평군 용문면 다문리 821-4,3018.0,경기도 양평군
광탄1호 소공원,,경기도 양평군 용문면 광탄리 666,1420.0,경기도 양평군
광탄2호 소공원,,경기도 양평군 용문면 광탄리 711,856.0,경기도 양평군
한강아트로드 공원,,경기도 양평군 강하면 운심리 43-25,3300.0,경기도 양평군
강하 소공원,경기도 양평군 강하면 운심길 58,경기도 양평군 강하면 운심리 28-1,394.0,경기도 양평군
오빈12호 소공원,,경기도 양평군 양평읍 오빈리 96-40,864.0,경기도 양평군
오빈13호 소공원,,경기도 양평군 양평읍 오빈리 88-47,568.0,경기도 양평군
오빈14호 소공원,경기도 양평군 양평읍 오빈1리길12번길 4,경기도 양평군 양평읍 오빈리 88-46,404.0,경기도 양평군
오빈15호 소공원,경기도 양평군 양평읍 오빈1리길 9,경기도 양평군 양평읍 오빈리 81-32,293.0,경기도 양평군
양근소공원(17호),,경기도 양평군 양평읍 양근리 53-2,2037.0,경기도 양평군
병산1호 소공원,,경기도 양평군 강상면 병산리 138,1743.0,경기도 양평군
병산2호 소공원,,경기도 양평군 강상면 병산리 142-35,684.0,경기도 양평군
병산3호 소공원,,경기도 양평군 강상면 병산리 40,1477.0,경기도 양평군
병산4호 소공원,,경기도 양평군 강상면 병산리 1205-1,417.0,경기도 양평군
양근소공원(19호),,경기도 양평군 양평읍 양근리 384-1,746.0,경기도 양평군
장안근린 2호,,경기도 화성시 장안면 수촌리 1470-1,13464.0,경기도 화성시
쌍봉산 근린공원,,경기도 화성시 우정읍 조암리 391-14,37235.0,경기도 화성시
조암1호 근린공원,,경기도 화성시 우정읍 조암리 791-5,12426.0,경기도 화성시
조암 어린이공원,,경기도 화성시 우정읍 조암리 266-51,2010.0,경기도 화성시
조암 2호 어린이공원,,경기도 화성시 우정읍 조암리 790,8401.0,경기도 화성시
조암 3호 어린이공원,,경기도 화성시 우정읍 조암리 792-1,3717.0,경기도 화성시
조암 4호 어린이공원,,경기도 화성시 우정읍 조암리 798-11,2535.0,경기도 화성시
조암 5호 어린이공원,,경기도 화성시 우정읍 조암리 808-3,1496.0,경기도 화성시
장안남산 체육공원,,경기도 화성시 장안면 사랑리 689,37163.0,경기도 화성시
수촌소공원,,경기도 화성시 장안면 수촌리 1018-7,2855.0,경기도 화성시
알음공원,,경기도 화성시 장안면 독정리 276-27,3035.0,경기도 화성시
장안(금의)산단 소공원,,경기도 화성시 장안면 금의리 761-1,3061.0,경기도 화성시
주곡문화공원,,경기도 화성시 우정읍 주곡리 932,2879.0,경기도 화성시
조암 1호 공공공지,,경기도 화성시 우정읍 조암리 793,44.6,경기도 화성시
조암 2호 공공공지,,경기도 화성시 우정읍 조암리 798,290.2,경기도 화성시
조암 3호 공공공지,,경기도 화성시 우정읍 조암리 794,990.0,경기도 화성시
매향리평화생태공원,,경기도 화성시 우정읍 매향리 184-1,335536.0,경기도 화성시
봉담호수공원,,경기도 화성시 봉담읍 상리 22-10,19282.0,경기도 화성시
동화마을 생태공원,,경기도 화성시 봉담읍 동화리 573,161978.0,경기도 화성시
한울1호공원,,경기도 화성시 봉담읍 수영리 672-3,3150.0,경기도 화성시
한울2호공원,,경기도 화성시 봉담읍 수영리 673-2,1500.0,경기도 화성시
한울2-1호공원,,경기도 화성시 봉담읍 수영리 676,3982.0,경기도 화성시
봉담수영 어린이공원,,경기도 화성시 봉담읍 수영리 406-6,2284.0,경기도 화성시
와우남촌 어린이공원,,경기도 화성시 봉담읍 와우리 52-5,1477.0,경기도 화성시
봉담아이파크어린이공원(하늘공원),,경기도 화성시 봉담읍 와우리 590-1,1501.0,경기도 화성시
봉담상리 어린이공원,,경기도 화성시 봉담읍 상리 619,1900.0,경기도 화성시
봉담호수 어린이공원,,경기도 화성시 봉담읍 상리 22-76,3120.0,경기도 화성시
피아노숲공원(1호),,경기도 화성시 봉담읍 동화리 565,2114.0,경기도 화성시
달그림자공원(2호),,경기도 화성시 봉담읍 동화리 578,3380.0,경기도 화성시
광장2호,,경기도 화성시 청계동 548,859.0,경기도 화성시
철산13단지,,경기도 광명시 철산동 242,1650.0,경기도 광명시
도덕파크,,경기도 광명시 철산동 618,1500.0,경기도 광명시
햇빛,,경기도 광명시 철산동 367-1,1500.0,경기도 광명시
현대,,경기도 광명시 하안동 707-23,1500.0,경기도 광명시
가림,,경기도 광명시 하안동 702-3,1500.0,경기도 광명시
안현,경기도 광명시 안재로16번길 10,경기도 광명시 하안동 597,1500.0,경기도 광명시
무지개,,경기도 광명시 하안동 650-7,1500.0,경기도 광명시
소망,,경기도 광명시 하안동 650-6,1500.0,경기도 광명시
평화,,경기도 광명시 하안동 682-2,1500.0,경기도 광명시
새싹,,경기도 광명시 하안동 296-4,1500.0,경기도 광명시
나래,,경기도 광명시 하안동 295-2,1500.0,경기도 광명시
꿈나무,,경기도 광명시 하안동 260-10,1500.0,경기도 광명시
무궁화,,경기도 광명시 하안동 30-6,1500.0,경기도 광명시
노봉애,,경기도 광명시 하안동 13-5,1500.0,경기도 광명시
푸른,,경기도 광명시 하안동 110-1,1500.0,경기도 광명시
서편,,경기도 광명시 하안동  27-4,1500.0,경기도 광명시
개나리,,경기도 광명시 하안동 110-4,1500.0,경기도 광명시
초록,,경기도 광명시 하안동 260-5,1500.0,경기도 광명시
병아리,,경기도 광명시 하안동 200-4,1500.0,경기도 광명시
백합,,경기도 광명시 하안동 200-5,1500.0,경기도 광명시
달맞이,,경기도 광명시 소하동 1299,9191.0,경기도 광명시
화정 17(별빛어린이),경기도 고양시 덕양구 화중로 61,경기도 고양시 덕양구 화정동 954번지,5106.7,경기도 고양시
하얀공원,,경기도 성남시 분당구 구미동 108,3800.2,경기도 성남시
오리공원,,경기도 성남시 분당구 구미동 114,5780.2,경기도 성남시
솔모루공원,,경기도 포천시 소흘읍 송우리 728-9,12109.0,경기도 포천시
운천 제2공원,경기도 포천시 영북면 영북로170번길 12-12,경기도 포천시 영북면 운천리 산17-1,2787.0,경기도 포천시
운천 제3공원,경기도 포천시 영북면 영북로133번길 46,경기도 포천시 영북면 운천리 548-4,2938.0,경기도 포천시
일동 제1공원,,경기도 포천시 일동면 기산리 96-119,2126.0,경기도 포천시
선단 제2공원,경기도 포천시 삼육사로 2143(선단동),경기도 포천시 선단동 667,1724.0,경기도 포천시
소흘 제1공원(솔방울공원),,경기도 포천시 소흘읍 송우리 725-5,2920.0,경기도 포천시
소흘 제2공원(노을공원),,경기도 포천시 소흘읍 송우리 727-3,5860.0,경기도 포천시
소흘 제3공원(물방울공원),,경기도 포천시 소흘읍 송우리 725-8,1500.0,경기도 포천시
소흘 제4공원(은행나무공원),,경기도 포천시 소흘읍 송우리 729-10,2350.0,경기도 포천시
소흘 제7공원(아우라지공원),,경기도 포천시 소흘읍 송우리 730-2,1500.0,경기도 포천시
고산5호 어린이공원,,경기도 광주시 고산동 415-2,1499.9,경기도 광주시
정자공원,,경기도 성남시 분당구 정자동 252,215106.7,경기도 성남시
22호근린공원,,경기도 안산시 단원구 성곡동 696,125258.0,경기도 안산시
선삼로,경기도 안산시 단원구 선삼로 68,경기도 안산시 단원구 선부동 1123-7,1597.5,경기도 안산시
슬기나,,경기도 안산시 단원구 와동 791,2115.1,경기도 안산시
방죽,경기도 안산시 단원구 화정로안길 6,경기도 안산시 단원구 와동 843,1806.0,경기도 안산시
주택희망,,경기도 안산시 단원구 원곡동 745,702.0,경기도 안산시
관산꿈동산,,경기도 안산시 단원구 원곡동 774,1225.5,경기도 안산시
다문화,,경기도 안산시 단원구 원곡동 795-1,1458.3,경기도 안산시
군자샛별,,경기도 안산시 단원구 원곡동 805-2,783.1,경기도 안산시
바람,,경기도 안산시 단원구 초지동 607-1,2157.9,경기도 안산시
와개,경기도 안산시 단원구 사세충열로4길 9,경기도 안산시 단원구 와동 102,1363.2,경기도 안산시
광덕산밑,경기도 안산시 단원구 사세충열로1길 24-17,경기도 안산시 단원구 와동 710-4,1532.7,경기도 안산시
큰고개,,경기도 안산시 단원구 와동 749,1455.1,경기도 안산시
왜둘기,,경기도 안산시 단원구 와동 809,1823.0,경기도 안산시
늘봄,,경기도 안산시 단원구 와동 818,1430.0,경기도 안산시
강서,,경기도 안산시 단원구 와동 99-7,286.3,경기도 안산시
둔배미공원,경기도 안산시 단원구 광덕2로 55,경기도 안산시 단원구 초지동 723-1,44535.0,경기도 안산시
와동제2공원,경기도 안산시 단원구 순환로 416,경기도 안산시 단원구 와동 95-3,57970.0,경기도 안산시
행복,,경기도 안산시 단원구 고잔동 369,863.0,경기도 안산시
햇살,,경기도 안산시 단원구 고잔동 697,1893.9,경기도 안산시
중앙역,,경기도 안산시 단원구 고잔동 735,1837.3,경기도 안산시
이삭길,,경기도 안산시 단원구 고잔동 754,1958.4,경기도 안산시
지곡,,경기도 안산시 단원구 선부동 971-20,2196.0,경기도 안산시
신길달맞이,,경기도 안산시 단원구 신길동 1384-12,1947.4,경기도 안산시
능길해맞이,,경기도 안산시 단원구 신길동 1417-25,2593.3,경기도 안산시
공룡,,경기도 안산시 단원구 신길동 1496,1617.0,경기도 안산시
연꽃,,경기도 안산시 단원구 신길동 1514,3369.4,경기도 안산시
만남,,경기도 안산시 단원구 와동 261-2,689.8,경기도 안산시
꿈동산,,경기도 안산시 단원구 와동 765-6,1597.2,경기도 안산시
신길공원,,경기도 안산시 단원구 신길동 1748,189076.0,경기도 안산시
보배,,경기도 안산시 단원구 고잔동 505-3,1041.9,경기도 안산시
거미울,경기도 안산시 단원구 거미울길 9,경기도 안산시 단원구 선부동 1010,1494.9,경기도 안산시
화랑,경기도 안산시 단원구 인현3길 14,경기도 안산시 단원구 고잔동 662-1,2039.1,경기도 안산시
석수,경기도 안산시 단원구 북촌2길 17,경기도 안산시 단원구 선부동 1025,1904.6,경기도 안산시
풍경공원,,경기도 안산시 단원구 초지동 740,17831.0,경기도 안산시
황금,경기도 안산시 단원구 황금길 9-4,경기도 안산시 단원구 고잔동 624,1720.4,경기도 안산시
해송,경기도 안산시 단원구 예술대학로2길 3-16,경기도 안산시 단원구 고잔동 647,1593.9,경기도 안산시
안식,,경기도 안산시 단원구 고잔동 651-6,1523.8,경기도 안산시
경일,,경기도 안산시 단원구 선부동 1056-7,1537.1,경기도 안산시
정지막골,경기도 안산시 단원구 석수로 5-1,경기도 안산시 단원구 선부동 1060,1503.1,경기도 안산시
달미,경기도 안산시 단원구 화정천서로4안길 18,경기도 안산시 단원구 선부동 1093,1511.1,경기도 안산시
와동,경기도 안산시 단원구 와동로1길 20,경기도 안산시 단원구 와동 724,1564.5,경기도 안산시
여울,경기도 안산시 단원구 화정천동로3길 17,경기도 안산시 단원구 와동 803-7,1706.2,경기도 안산시
중앙공원,,경기도 안산시 단원구 고잔동 산20,406423.0,경기도 안산시
샘터,,경기도 안산시 단원구 와동 778,2239.3,경기도 안산시
